epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,2308.18,0.76037,0.45654,0.83389,0.93931,0.93474,0.96643,0.73808,0.98594,0.56681,0.88421,0.000381053,0.000381053,0.000381053
178,2320.11,0.73244,0.45176,0.83231,0.92772,0.92339,0.9608,0.73516,0.95514,0.57523,0.87648,0.000378053,0.000378053,0.000378053
179,2332.22,0.73039,0.44137,0.83737,0.9258,0.93447,0.93827,0.74366,0.93248,0.60763,0.8707,0.000375053,0.000375053,0.000375053
180,2345.72,0.72388,0.44111,0.83082,0.93296,0.93813,0.96294,0.73935,0.97393,0.57319,0.8821,0.000372054,0.000372054,0.000372054
181,2358,0.72888,0.45114,0.83002,0.92718,0.9282,0.95571,0.73124,0.99571,0.59394,0.88741,0.000369054,0.000369054,0.000369054
182,2370.24,0.72633,0.44084,0.82409,0.9261,0.93302,0.95561,0.7092,1.0265,0.60534,0.89768,0.000366054,0.000366054,0.000366054
183,2384.74,0.71877,0.45173,0.8375,0.92769,0.94553,0.96667,0.73419,0.98727,0.57175,0.88677,0.000363055,0.000363055,0.000363055
184,2397.8,0.71384,0.44037,0.83344,0.92577,0.9445,0.97651,0.75116,0.99556,0.56571,0.88172,0.000360055,0.000360055,0.000360055
185,2409.12,0.71935,0.43978,0.83176,0.92848,0.94927,0.97541,0.75957,0.97269,0.55666,0.88008,0.000357055,0.000357055,0.000357055
186,2423.15,0.72052,0.44235,0.82791,0.92362,0.95031,0.974,0.75979,0.97361,0.5578,0.87883,0.000354055,0.000354055,0.000354055
187,2436.18,0.7216,0.44837,0.83995,0.92418,0.96489,0.97077,0.72689,1.01202,0.54875,0.88462,0.000351056,0.000351056,0.000351056
188,2447.76,0.71967,0.43299,0.82532,0.92811,0.95374,0.97412,0.73014,1.03011,0.57011,0.88937,0.000348056,0.000348056,0.000348056
189,2461.57,0.71159,0.43857,0.8276,0.92073,0.96753,0.97164,0.72954,1.00354,0.56434,0.8825,0.000345056,0.000345056,0.000345056
190,2475.89,0.70875,0.44163,0.83619,0.92596,0.95451,0.97228,0.73873,0.98275,0.55972,0.88291,0.000342057,0.000342057,0.000342057
191,2485.97,0.69918,0.43229,0.82717,0.92589,0.95374,0.97044,0.73727,0.9647,0.56024,0.87997,0.000339057,0.000339057,0.000339057
192,2500.14,0.68821,0.42746,0.82728,0.92998,0.94966,0.97696,0.73671,1.02479,0.56432,0.89254,0.000336057,0.000336057,0.000336057
193,2514.77,0.70279,0.43614,0.82576,0.92456,0.94687,0.97472,0.74384,0.97238,0.56375,0.87727,0.000333058,0.000333058,0.000333058
194,2525.43,0.70472,0.42341,0.82828,0.93776,0.94365,0.98067,0.73186,0.99679,0.5497,0.87881,0.000330058,0.000330058,0.000330058
195,2539.31,0.68953,0.43006,0.82512,0.93362,0.94672,0.97888,0.74663,0.97748,0.54368,0.88368,0.000327058,0.000327058,0.000327058
196,2553.33,0.72015,0.43601,0.83225,0.93775,0.96313,0.98018,0.74414,0.95072,0.52646,0.88255,0.000324058,0.000324058,0.000324058
197,2564.88,0.66142,0.41729,0.826,0.94517,0.94212,0.97667,0.74035,0.9638,0.55718,0.88104,0.000321059,0.000321059,0.000321059
198,2577.39,0.69304,0.42587,0.82273,0.93539,0.9379,0.9628,0.74258,0.98245,0.55147,0.88072,0.000318059,0.000318059,0.000318059
199,2591.04,0.68833,0.43012,0.82401,0.93613,0.93301,0.96095,0.73503,1.01568,0.55982,0.88645,0.000315059,0.000315059,0.000315059
200,2603.6,0.68839,0.43216,0.82405,0.9366,0.93779,0.96092,0.7501,0.95981,0.54831,0.87798,0.00031206,0.00031206,0.00031206
201,2615.23,0.68801,0.42272,0.82034,0.93747,0.9341,0.96484,0.73173,1.01407,0.55483,0.88601,0.00030906,0.00030906,0.00030906
202,2629.49,0.67445,0.41699,0.82078,0.93457,0.92727,0.96507,0.74453,0.95642,0.55838,0.87812,0.00030606,0.00030606,0.00030606
203,2642.84,0.69911,0.43245,0.82908,0.93605,0.92837,0.96574,0.7416,0.96223,0.56056,0.87614,0.000303061,0.000303061,0.000303061
204,2654.11,0.68572,0.42321,0.82576,0.93903,0.93616,0.96655,0.73612,0.97875,0.55267,0.87535,0.000300061,0.000300061,0.000300061
205,2668.6,0.6874,0.4178,0.82885,0.9207,0.93733,0.972,0.74411,0.97394,0.535,0.87765,0.000297061,0.000297061,0.000297061
206,2682.72,0.67601,0.41218,0.8178,0.92531,0.93095,0.97345,0.74097,0.99093,0.54269,0.87933,0.000294061,0.000294061,0.000294061
207,2693.52,0.67426,0.41515,0.82336,0.93862,0.92201,0.97106,0.73911,0.95726,0.53193,0.88024,0.000291062,0.000291062,0.000291062
208,2707.05,0.67512,0.41215,0.8251,0.93634,0.93036,0.96435,0.75128,0.9488,0.55485,0.87442,0.000288062,0.000288062,0.000288062
209,2720.84,0.67604,0.41481,0.82239,0.93253,0.92891,0.95049,0.73726,0.94417,0.55958,0.87331,0.000285062,0.000285062,0.000285062
210,2732.27,0.67604,0.41684,0.8234,0.93747,0.92638,0.96597,0.72817,1.02868,0.57062,0.89311,0.000282063,0.000282063,0.000282063
211,2745.39,0.68578,0.42696,0.82683,0.93669,0.92952,0.96862,0.73444,1.0084,0.55766,0.88799,0.000279063,0.000279063,0.000279063
212,2759.73,0.67016,0.41443,0.82014,0.92989,0.92215,0.96828,0.73193,1.00646,0.55899,0.8831,0.000276063,0.000276063,0.000276063
213,2771.48,0.67061,0.41511,0.82129,0.92979,0.93179,0.97344,0.73635,0.98511,0.5416,0.8784,0.000273064,0.000273064,0.000273064
214,2783.89,0.67024,0.4254,0.82055,0.93243,0.93804,0.97443,0.76254,0.94843,0.52729,0.86942,0.000270064,0.000270064,0.000270064
215,2797.54,0.65669,0.40403,0.81957,0.93778,0.93745,0.97309,0.73013,0.97639,0.55313,0.87487,0.000267064,0.000267064,0.000267064
216,2810.74,0.66751,0.41315,0.82061,0.93362,0.93761,0.96762,0.74017,0.97968,0.5479,0.87756,0.000264064,0.000264064,0.000264064
217,2822.09,0.65947,0.41481,0.82553,0.91961,0.93734,0.9596,0.74223,0.93578,0.52929,0.87122,0.000261065,0.000261065,0.000261065
218,2835.58,0.69502,0.42617,0.82027,0.93954,0.92728,0.96433,0.7385,0.9533,0.52543,0.87615,0.000258065,0.000258065,0.000258065
219,2848.32,0.65817,0.40997,0.81933,0.9355,0.9321,0.97404,0.7465,0.94802,0.5353,0.87571,0.000255065,0.000255065,0.000255065
220,2859.84,0.68227,0.42145,0.8216,0.93742,0.94847,0.98065,0.74236,0.98334,0.53966,0.87949,0.000252066,0.000252066,0.000252066
221,2874.06,0.65221,0.40795,0.8166,0.93204,0.95152,0.97464,0.7497,0.93903,0.53668,0.87289,0.000249066,0.000249066,0.000249066
222,2886.87,0.66612,0.41653,0.81995,0.92822,0.95373,0.97413,0.73466,0.97363,0.53052,0.87991,0.000246066,0.000246066,0.000246066
223,2898.9,0.66525,0.40932,0.81919,0.94422,0.93924,0.97561,0.74511,0.95792,0.53145,0.872,0.000243067,0.000243067,0.000243067
224,2912.61,0.64845,0.40523,0.81962,0.94755,0.93219,0.96825,0.74589,0.931,0.54444,0.86435,0.000240067,0.000240067,0.000240067
225,2926.39,0.65399,0.40792,0.82079,0.93479,0.94666,0.97319,0.74841,0.94304,0.53157,0.87171,0.000237067,0.000237067,0.000237067
226,2937.46,0.64966,0.40497,0.8207,0.93191,0.94882,0.9754,0.75442,0.96943,0.54232,0.87816,0.000234068,0.000234068,0.000234068
227,2950.99,0.64982,0.40486,0.82074,0.93331,0.95136,0.97777,0.75363,0.9661,0.53577,0.8772,0.000231068,0.000231068,0.000231068
228,2964.78,0.63467,0.39639,0.81424,0.92881,0.95405,0.97693,0.73959,0.9927,0.52505,0.8848,0.000228068,0.000228068,0.000228068
229,2976.67,0.6569,0.40581,0.81876,0.92509,0.95124,0.97469,0.74124,0.96511,0.53203,0.87898,0.000225068,0.000225068,0.000225068
230,2988.97,0.66083,0.40854,0.82016,0.92205,0.96276,0.98149,0.74183,0.9933,0.53974,0.88481,0.000222069,0.000222069,0.000222069
231,3002.53,0.65426,0.40998,0.8173,0.92454,0.96688,0.98161,0.74994,0.98995,0.52614,0.88079,0.000219069,0.000219069,0.000219069
232,3015.64,0.63832,0.39341,0.8197,0.92306,0.96541,0.97958,0.75672,0.96811,0.52343,0.87418,0.000216069,0.000216069,0.000216069
233,3027.29,0.64572,0.40321,0.81644,0.93467,0.94486,0.97772,0.75547,0.95784,0.51933,0.87465,0.00021307,0.00021307,0.00021307
234,3041.29,0.63149,0.39622,0.81533,0.9304,0.93618,0.9649,0.73667,0.98789,0.54066,0.8857,0.00021007,0.00021007,0.00021007
235,3054.91,0.64541,0.40181,0.82444,0.93094,0.93454,0.9605,0.72874,0.98486,0.54172,0.8885,0.00020707,0.00020707,0.00020707
236,3065.79,0.64394,0.39833,0.8171,0.94826,0.95089,0.97067,0.74521,0.96428,0.53016,0.87652,0.00020407,0.00020407,0.00020407
237,3079.69,0.64037,0.39937,0.8171,0.9375,0.94833,0.97226,0.74372,0.99202,0.52646,0.8813,0.000201071,0.000201071,0.000201071
238,3093.68,0.63331,0.40122,0.82045,0.91674,0.94356,0.97248,0.73765,0.988,0.54187,0.87869,0.000198071,0.000198071,0.000198071
239,3104.72,0.64167,0.39978,0.81808,0.91009,0.93685,0.96715,0.73426,0.96884,0.54142,0.87796,0.000195071,0.000195071,0.000195071
240,3118.19,0.63622,0.40367,0.82141,0.91268,0.93464,0.96984,0.74358,0.9574,0.53832,0.87431,0.000192072,0.000192072,0.000192072
241,3131.94,0.62435,0.40431,0.81514,0.93256,0.93996,0.97979,0.7426,1.00051,0.53065,0.8808,0.000189072,0.000189072,0.000189072
242,3143.68,0.64672,0.39615,0.8216,0.93851,0.94227,0.97361,0.76147,0.92913,0.52602,0.86934,0.000186072,0.000186072,0.000186072
243,3156.38,0.62921,0.38869,0.8166,0.93929,0.94292,0.97657,0.76586,0.94807,0.52803,0.87641,0.000183073,0.000183073,0.000183073
244,3170.58,0.60485,0.39327,0.81257,0.92995,0.94432,0.96957,0.74292,0.94816,0.51257,0.87761,0.000180073,0.000180073,0.000180073
245,3182.58,0.632,0.38855,0.81393,0.9287,0.9454,0.96811,0.73829,0.9725,0.53532,0.8836,0.000177073,0.000177073,0.000177073
246,3194.72,0.63658,0.39981,0.81979,0.92989,0.94891,0.97093,0.73718,0.9861,0.52507,0.88112,0.000174074,0.000174074,0.000174074
247,3208.6,0.61267,0.38909,0.81081,0.93679,0.94082,0.97288,0.71627,1.02054,0.53325,0.89112,0.000171074,0.000171074,0.000171074
248,3220.79,0.61585,0.38874,0.81575,0.94036,0.93621,0.9726,0.74481,0.97507,0.519,0.88511,0.000168074,0.000168074,0.000168074
249,3232.92,0.62993,0.39449,0.81682,0.92742,0.94572,0.97503,0.73888,0.99464,0.52347,0.88895,0.000165074,0.000165074,0.000165074
250,3247.11,0.6233,0.40131,0.81683,0.9375,0.94453,0.97888,0.7485,0.98523,0.50608,0.88348,0.000162075,0.000162075,0.000162075
251,3260.21,0.62277,0.39126,0.81314,0.93792,0.94426,0.97747,0.76072,0.95781,0.51188,0.87806,0.000159075,0.000159075,0.000159075
252,3271.32,0.61659,0.38866,0.81622,0.92387,0.93845,0.97174,0.73886,0.97943,0.51642,0.8836,0.000156075,0.000156075,0.000156075
253,3285.34,0.61029,0.3828,0.81506,0.93379,0.94219,0.97753,0.7581,0.95087,0.5163,0.87653,0.000153076,0.000153076,0.000153076
254,3298.95,0.61439,0.39301,0.81279,0.93836,0.94635,0.97965,0.75231,0.96629,0.5124,0.87577,0.000150076,0.000150076,0.000150076
255,3309.8,0.62053,0.38213,0.81108,0.94492,0.9486,0.97824,0.74419,0.99061,0.50813,0.88264,0.000147076,0.000147076,0.000147076
256,3324.28,0.62273,0.38605,0.81671,0.94826,0.94715,0.97932,0.75844,0.96613,0.50415,0.87919,0.000144077,0.000144077,0.000144077
257,3337.98,0.6241,0.38825,0.81917,0.93546,0.94347,0.97891,0.76295,0.94616,0.49731,0.87308,0.000141077,0.000141077,0.000141077
258,3348.37,0.61533,0.38794,0.81697,0.93613,0.94815,0.98283,0.74971,0.97807,0.50206,0.88313,0.000138077,0.000138077,0.000138077
259,3362.01,0.61738,0.38962,0.81084,0.93671,0.94798,0.98161,0.766,0.95296,0.49744,0.87606,0.000135077,0.000135077,0.000135077
260,3376.12,0.60995,0.38535,0.81017,0.92265,0.9502,0.96991,0.74137,0.9864,0.52507,0.88163,0.000132078,0.000132078,0.000132078
261,3387.44,0.60537,0.38267,0.81042,0.91072,0.96285,0.96133,0.74045,0.96494,0.52769,0.87742,0.000129078,0.000129078,0.000129078
262,3400.45,0.58753,0.38583,0.81138,0.92508,0.94872,0.97254,0.75034,0.95908,0.51299,0.87741,0.000126078,0.000126078,0.000126078
263,3414.52,0.58869,0.37553,0.81539,0.92971,0.94447,0.97612,0.74677,0.98043,0.5226,0.88412,0.000123079,0.000123079,0.000123079
264,3426.51,0.60797,0.37953,0.81501,0.92878,0.94712,0.9756,0.74648,0.99324,0.52366,0.88675,0.000120079,0.000120079,0.000120079
265,3438.54,0.60874,0.38774,0.80962,0.92928,0.94652,0.97414,0.73763,0.98459,0.52669,0.88671,0.000117079,0.000117079,0.000117079
266,3452.4,0.60147,0.37769,0.81331,0.92697,0.94277,0.97091,0.74402,0.99389,0.53329,0.88806,0.00011408,0.00011408,0.00011408
267,3465.52,0.60472,0.3848,0.81493,0.92858,0.94281,0.97518,0.7468,0.97453,0.53037,0.88277,0.00011108,0.00011108,0.00011108
268,3476.69,0.59586,0.37816,0.81568,0.93154,0.94206,0.97467,0.74809,0.96099,0.5209,0.87846,0.00010808,0.00010808,0.00010808
269,3490.89,0.59144,0.37676,0.80724,0.93751,0.93648,0.97578,0.73848,1.01198,0.53113,0.89067,0.00010508,0.00010508,0.00010508
270,3504.75,0.58913,0.37171,0.80438,0.94162,0.93971,0.97112,0.74583,0.9668,0.53792,0.88216,0.000102081,0.000102081,0.000102081
271,3515.17,0.60027,0.37954,0.81174,0.94007,0.94727,0.97177,0.75146,0.96253,0.52927,0.88086,9.9081e-05,9.9081e-05,9.9081e-05
272,3529.5,0.58283,0.37335,0.81815,0.93765,0.94477,0.97753,0.76057,0.9524,0.52282,0.87758,9.60813e-05,9.60813e-05,9.60813e-05
273,3543.07,0.6089,0.38779,0.81208,0.93719,0.94391,0.97797,0.75601,0.96891,0.53638,0.88038,9.30816e-05,9.30816e-05,9.30816e-05
274,3553.53,0.60019,0.37913,0.8126,0.93608,0.94406,0.9719,0.75073,0.97289,0.51915,0.88206,9.00819e-05,9.00819e-05,9.00819e-05
275,3567.43,0.59704,0.37836,0.81334,0.9322,0.94283,0.97403,0.75428,0.96918,0.51761,0.88233,8.70822e-05,8.70822e-05,8.70822e-05
276,3581.5,0.59131,0.37925,0.81047,0.93605,0.9387,0.97956,0.74624,0.97131,0.5228,0.88159,8.40825e-05,8.40825e-05,8.40825e-05
277,3592.51,0.57628,0.372,0.81394,0.93384,0.94816,0.97826,0.7531,0.96683,0.52519,0.87973,8.10828e-05,8.10828e-05,8.10828e-05
278,3604.88,0.59289,0.37611,0.81382,0.93392,0.95377,0.97828,0.75862,0.95721,0.51376,0.87891,7.80831e-05,7.80831e-05,7.80831e-05
279,3618.77,0.57184,0.36666,0.8083,0.93155,0.95526,0.97376,0.75415,0.96513,0.519,0.87991,7.50834e-05,7.50834e-05,7.50834e-05
280,3630.52,0.59551,0.37334,0.80918,0.93156,0.95323,0.97177,0.75151,0.96707,0.52409,0.87895,7.20837e-05,7.20837e-05,7.20837e-05
281,3642.49,0.58906,0.37414,0.80764,0.9333,0.95514,0.97324,0.75293,0.96305,0.51665,0.87882,6.9084e-05,6.9084e-05,6.9084e-05
282,3656.44,0.58817,0.36856,0.81266,0.93268,0.95147,0.97327,0.75063,0.98165,0.52034,0.88444,6.60843e-05,6.60843e-05,6.60843e-05
283,3668.95,0.56761,0.36611,0.80462,0.93195,0.94645,0.97293,0.74421,0.9642,0.52009,0.87855,6.30846e-05,6.30846e-05,6.30846e-05
284,3680.83,0.57827,0.36888,0.81083,0.93275,0.94371,0.97313,0.75553,0.96052,0.52237,0.8771,6.00849e-05,6.00849e-05,6.00849e-05
285,3695.46,0.58376,0.36882,0.80989,0.93077,0.94399,0.97666,0.75658,0.95885,0.524,0.87895,5.70852e-05,5.70852e-05,5.70852e-05
286,3708.7,0.58477,0.37084,0.81314,0.93021,0.94299,0.97195,0.74433,0.97241,0.53497,0.88223,5.40855e-05,5.40855e-05,5.40855e-05
287,3719.76,0.5693,0.366,0.81294,0.9314,0.94315,0.97274,0.74928,0.9627,0.52375,0.87972,5.10858e-05,5.10858e-05,5.10858e-05
288,3733.85,0.5775,0.36641,0.80967,0.93276,0.94303,0.97352,0.75057,0.96936,0.51763,0.87993,4.80861e-05,4.80861e-05,4.80861e-05
289,3747.89,0.57265,0.36909,0.81145,0.93525,0.9447,0.97395,0.75327,0.96433,0.51147,0.87845,4.50864e-05,4.50864e-05,4.50864e-05
290,3758.3,0.5834,0.37378,0.81265,0.93645,0.94299,0.97324,0.75919,0.97055,0.51517,0.87931,4.20867e-05,4.20867e-05,4.20867e-05
291,3775.47,0.56592,0.35745,0.79887,0.93753,0.94321,0.97655,0.76413,0.95816,0.51122,0.87804,3.9087e-05,3.9087e-05,3.9087e-05
292,3789.49,0.56029,0.35736,0.80091,0.93878,0.94587,0.98077,0.76208,0.96029,0.50171,0.87851,3.60873e-05,3.60873e-05,3.60873e-05
293,3802.24,0.53376,0.3478,0.79489,0.93588,0.94708,0.97948,0.75499,0.97225,0.50802,0.88395,3.30876e-05,3.30876e-05,3.30876e-05
294,3813.59,0.54416,0.34608,0.80253,0.93519,0.94784,0.97777,0.75793,0.96148,0.5102,0.88136,3.00879e-05,3.00879e-05,3.00879e-05
295,3827.86,0.52176,0.34401,0.79973,0.93589,0.9462,0.9767,0.75612,0.95698,0.51136,0.87936,2.70882e-05,2.70882e-05,2.70882e-05
296,3839.41,0.5263,0.33885,0.80091,0.93595,0.94636,0.97809,0.75792,0.96847,0.51183,0.87937,2.40885e-05,2.40885e-05,2.40885e-05
297,3851.74,0.53396,0.34501,0.7949,0.93604,0.94598,0.97802,0.74935,0.97014,0.51374,0.87845,2.10888e-05,2.10888e-05,2.10888e-05
298,3865.28,0.52314,0.33961,0.79646,0.93537,0.94549,0.97803,0.75033,0.97559,0.5187,0.87958,1.80891e-05,1.80891e-05,1.80891e-05
299,3876.76,0.52641,0.34007,0.80126,0.93522,0.945,0.97804,0.75002,0.97411,0.51381,0.87968,1.50894e-05,1.50894e-05,1.50894e-05
300,3889.1,0.5161,0.33528,0.80046,0.93538,0.94485,0.97751,0.75479,0.97043,0.51617,0.87967,1.20897e-05,1.20897e-05,1.20897e-05
