epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,1364.97,1.07794,1.02623,0.92528,0.86186,0.95057,0.9607,0.70828,0.95348,0.97215,0.86112,0.000819009,0.000819009,0.000819009
17,1447.52,1.07559,1.00795,0.92204,0.92788,0.92489,0.96137,0.69423,1.01096,0.9968,0.87251,0.00081301,0.00081301,0.00081301
18,1530.87,1.07945,0.96767,0.92586,0.94526,0.93924,0.97806,0.67805,1.08943,0.97703,0.89202,0.00080701,0.00080701,0.00080701
19,1614.88,1.06768,0.96309,0.92301,0.9378,0.93459,0.97843,0.68544,1.13005,0.99482,0.89793,0.000801011,0.000801011,0.000801011
20,1699.19,1.08188,0.94532,0.93148,0.88272,0.94035,0.96994,0.70689,1.01612,0.9191,0.86956,0.000795011,0.000795011,0.000795011
21,1782.17,1.05885,0.9172,0.91888,0.90838,0.91476,0.96381,0.71828,0.99391,0.88356,0.86522,0.000789012,0.000789012,0.000789012
22,1864.97,1.05613,0.9482,0.92566,0.90027,0.91462,0.96205,0.70065,1.03083,0.91937,0.87494,0.000783013,0.000783013,0.000783013
23,1947.34,1.0504,0.92268,0.9122,0.88754,0.93224,0.95201,0.71702,0.9546,0.89494,0.86141,0.000777013,0.000777013,0.000777013
24,2028.7,1.07164,0.89411,0.92169,0.9154,0.92586,0.95687,0.71535,0.95113,0.92285,0.86195,0.000771014,0.000771014,0.000771014
25,2871.63,1.00895,0.84682,0.91409,0.88601,0.94354,0.97525,0.68032,1.09287,0.91229,0.89402,0.000765014,0.000765014,0.000765014
26,2948.13,1.04778,0.85965,0.91157,0.94825,0.92245,0.98135,0.70086,1.04783,0.85938,0.87927,0.000759015,0.000759015,0.000759015
27,3030.29,1.03117,0.84974,0.90811,0.9571,0.93019,0.97829,0.67862,1.10572,0.87092,0.90127,0.000753016,0.000753016,0.000753016
28,3112.79,1.00927,0.85735,0.90642,0.94099,0.96412,0.95941,0.72517,0.95642,0.8296,0.87252,0.000747016,0.000747016,0.000747016
29,3194.98,1.05512,0.85704,0.91702,0.92247,0.96144,0.97565,0.72533,0.9585,0.81268,0.87132,0.000741017,0.000741017,0.000741017
30,3276.37,1.03811,0.83411,0.91306,0.92727,0.95374,0.97616,0.71724,0.98824,0.80756,0.87098,0.000735017,0.000735017,0.000735017
31,3359.89,1.00315,0.80054,0.90657,0.9678,0.90887,0.97928,0.7057,0.99469,0.81286,0.8711,0.000729018,0.000729018,0.000729018
32,3441.74,0.97846,0.81096,0.90225,0.92584,0.93583,0.98038,0.70271,1.0232,0.80053,0.86961,0.000723019,0.000723019,0.000723019
33,3523.45,1.01795,0.83937,0.91073,0.94178,0.94701,0.97618,0.72561,1.00625,0.83836,0.86754,0.000717019,0.000717019,0.000717019
34,3604.47,0.98945,0.81872,0.90942,0.94654,0.93565,0.96453,0.68617,1.07384,0.82904,0.88279,0.00071102,0.00071102,0.00071102
35,3686.47,1.01004,0.8023,0.91262,0.93118,0.92288,0.95249,0.68204,0.98241,0.83391,0.86835,0.00070502,0.00070502,0.00070502
36,3767.88,1.00896,0.77518,0.90354,0.9343,0.97031,0.97591,0.72214,0.96668,0.82167,0.86796,0.000699021,0.000699021,0.000699021
37,3849.11,0.98725,0.78713,0.91272,0.97112,0.95902,0.98188,0.71096,1.01177,0.77731,0.87142,0.000693022,0.000693022,0.000693022
38,3929.08,0.98407,0.7623,0.90186,0.91971,0.9721,0.98439,0.7224,0.96428,0.7725,0.86358,0.000687022,0.000687022,0.000687022
39,4009.21,0.97439,0.76498,0.89338,0.9319,0.94252,0.98441,0.70703,0.99585,0.78067,0.86977,0.000681023,0.000681023,0.000681023
40,4089.86,0.97977,0.74213,0.8932,0.90062,0.96432,0.9771,0.72146,1.03427,0.76632,0.87629,0.000675023,0.000675023,0.000675023
41,4170.6,0.97572,0.73956,0.89437,0.94439,0.93164,0.98143,0.7386,0.96274,0.75794,0.86425,0.000669024,0.000669024,0.000669024
42,4251.78,0.96265,0.72628,0.88952,0.9268,0.95209,0.98485,0.73359,0.99398,0.75344,0.87144,0.000663025,0.000663025,0.000663025
43,4332.36,0.94504,0.71315,0.89345,0.96417,0.93615,0.98616,0.74572,0.96349,0.75032,0.86856,0.000657025,0.000657025,0.000657025
44,4413.11,0.92517,0.72197,0.8923,0.93521,0.94783,0.98465,0.69898,1.08644,0.76501,0.89472,0.000651026,0.000651026,0.000651026
45,4493.37,0.98757,0.72645,0.89729,0.92754,0.94258,0.96982,0.7277,0.95194,0.74275,0.86604,0.000645026,0.000645026,0.000645026
46,4573.6,0.97266,0.7498,0.90346,0.93425,0.9435,0.9673,0.7226,0.96942,0.72125,0.87599,0.000639027,0.000639027,0.000639027
47,4653.55,0.96311,0.72134,0.901,0.90798,0.96655,0.97777,0.72532,0.97138,0.7195,0.87151,0.000633028,0.000633028,0.000633028
48,4817.53,0.96525,0.7155,0.90352,0.93046,0.93992,0.97548,0.7441,0.94055,0.71983,0.86221,0.000627028,0.000627028,0.000627028
49,4894.05,0.95315,0.6963,0.89944,0.94603,0.96251,0.97688,0.75807,0.87065,0.67496,0.84362,0.000621029,0.000621029,0.000621029
50,4975.7,0.9565,0.67917,0.88463,0.9042,0.98214,0.98442,0.76984,0.86149,0.70296,0.84138,0.000615029,0.000615029,0.000615029
51,5057.84,0.92376,0.66393,0.88815,0.93574,0.90622,0.97052,0.74075,0.91483,0.71035,0.85068,0.00060903,0.00060903,0.00060903
52,5140.05,0.94438,0.66683,0.88481,0.94593,0.97238,0.9808,0.76353,0.88789,0.69897,0.84485,0.000603031,0.000603031,0.000603031
53,5222.48,0.94072,0.67397,0.88091,0.95524,0.95964,0.98122,0.74867,0.92096,0.69106,0.85598,0.000597031,0.000597031,0.000597031
54,5304.27,0.91414,0.65767,0.88253,0.95594,0.97205,0.9823,0.739,0.96606,0.6777,0.86955,0.000591032,0.000591032,0.000591032
55,5385.98,0.91248,0.6619,0.89469,0.95827,0.97017,0.97981,0.73556,0.96434,0.66624,0.86266,0.000585032,0.000585032,0.000585032
56,5467.93,0.94194,0.67941,0.894,0.94109,0.95855,0.97972,0.75367,0.9342,0.66993,0.8563,0.000579033,0.000579033,0.000579033
57,5550.05,0.93354,0.67082,0.87834,0.95089,0.93719,0.97964,0.74754,0.92481,0.68079,0.8532,0.000573034,0.000573034,0.000573034
58,5631.45,0.91724,0.65701,0.8834,0.94689,0.95829,0.97812,0.74042,0.94013,0.66549,0.85501,0.000567034,0.000567034,0.000567034
59,5712.83,0.8943,0.6352,0.87741,0.94607,0.94891,0.97496,0.74898,0.8448,0.64055,0.83977,0.000561035,0.000561035,0.000561035
60,5793.1,0.92877,0.64931,0.88842,0.95838,0.9553,0.98395,0.73735,0.9818,0.67525,0.8637,0.000555035,0.000555035,0.000555035
61,5873.5,0.92428,0.65812,0.88891,0.94981,0.93705,0.98502,0.75197,0.95144,0.68804,0.85704,0.000549036,0.000549036,0.000549036
62,5954.26,0.89921,0.63317,0.87952,0.91531,0.94484,0.98436,0.75962,0.89136,0.66921,0.85266,0.000543037,0.000543037,0.000543037
63,6034.64,0.90896,0.63576,0.8823,0.93679,0.9537,0.98485,0.73665,0.96939,0.66587,0.86703,0.000537037,0.000537037,0.000537037
64,6115.01,0.91117,0.63648,0.87832,0.946,0.96541,0.98357,0.7478,0.96876,0.66874,0.86733,0.000531038,0.000531038,0.000531038
65,6196.26,0.89123,0.62872,0.88006,0.9555,0.97225,0.98431,0.74267,0.99852,0.66288,0.8718,0.000525038,0.000525038,0.000525038
66,6277.68,0.87685,0.60816,0.86971,0.94245,0.96336,0.98688,0.72185,1.03402,0.64244,0.87869,0.000519039,0.000519039,0.000519039
67,6358.02,0.88662,0.62491,0.87312,0.94995,0.96311,0.98628,0.73194,0.98325,0.63031,0.86561,0.00051304,0.00051304,0.00051304
68,6438.29,0.89306,0.61768,0.87124,0.95298,0.96822,0.98435,0.7715,0.88646,0.63577,0.84627,0.00050704,0.00050704,0.00050704
69,6518.19,0.8915,0.60379,0.88422,0.93834,0.96881,0.98293,0.72456,0.99905,0.6545,0.87356,0.000501041,0.000501041,0.000501041
70,6599.6,0.89454,0.62082,0.88223,0.92235,0.95111,0.96921,0.73513,0.9783,0.65472,0.86837,0.000495041,0.000495041,0.000495041
71,7398.28,0.87198,0.60458,0.87201,0.94951,0.96132,0.97128,0.74852,0.95207,0.63793,0.86378,0.000489042,0.000489042,0.000489042
72,7474.7,0.8825,0.60894,0.87164,0.95368,0.96201,0.97832,0.72,1.04133,0.65223,0.88653,0.000483043,0.000483043,0.000483043
73,7555.32,0.87499,0.58965,0.87577,0.94879,0.95993,0.97711,0.74628,0.97181,0.65827,0.86672,0.000477043,0.000477043,0.000477043
74,7635.91,0.8991,0.62188,0.8753,0.94441,0.95411,0.97683,0.7597,0.90941,0.63428,0.85482,0.000471044,0.000471044,0.000471044
75,7717.27,0.86176,0.57952,0.86793,0.93548,0.96422,0.97445,0.75968,0.91795,0.64729,0.85849,0.000465044,0.000465044,0.000465044
76,7798.65,0.85718,0.58145,0.86652,0.93668,0.965,0.98255,0.75733,0.91545,0.62428,0.85608,0.000459045,0.000459045,0.000459045
77,7879.58,0.86787,0.5874,0.86275,0.9229,0.9704,0.9765,0.73459,0.95566,0.62995,0.86248,0.000453046,0.000453046,0.000453046
78,7960.22,0.86111,0.59709,0.86687,0.9439,0.94691,0.98473,0.73862,1.04584,0.65203,0.88514,0.000447046,0.000447046,0.000447046
79,8041.42,0.87946,0.59456,0.88278,0.96567,0.95413,0.9861,0.73889,0.97784,0.60839,0.86496,0.000441047,0.000441047,0.000441047
80,8121.89,0.87837,0.5978,0.87745,0.94747,0.92787,0.97868,0.7388,0.95061,0.59716,0.85836,0.000435047,0.000435047,0.000435047
81,8202.48,0.85884,0.59006,0.87484,0.93756,0.9666,0.97975,0.74932,0.93945,0.62595,0.85907,0.000429048,0.000429048,0.000429048
82,8283.11,0.84171,0.56784,0.8707,0.93636,0.96398,0.98015,0.71887,0.98306,0.6355,0.87898,0.000423049,0.000423049,0.000423049
83,8363.64,0.83959,0.57321,0.86471,0.94007,0.96038,0.97499,0.73094,0.97704,0.62738,0.87723,0.000417049,0.000417049,0.000417049
84,8444.79,0.85232,0.56646,0.86819,0.90537,0.9734,0.97441,0.71716,0.97537,0.65859,0.88004,0.00041105,0.00041105,0.00041105
85,8524.93,0.83682,0.57474,0.86994,0.95053,0.95615,0.9733,0.72769,0.95334,0.63009,0.86991,0.00040505,0.00040505,0.00040505
86,8605.77,0.83391,0.56614,0.86401,0.929,0.9379,0.97009,0.73728,0.96169,0.62714,0.86904,0.000399051,0.000399051,0.000399051
87,8686.04,0.8097,0.5456,0.8534,0.88448,0.97374,0.97043,0.74812,0.97055,0.61949,0.86774,0.000393052,0.000393052,0.000393052
88,8766.5,0.82737,0.57153,0.86598,0.93797,0.94451,0.97648,0.73292,1.00999,0.62861,0.87589,0.000387052,0.000387052,0.000387052
89,8847.15,0.82334,0.56332,0.86781,0.92755,0.95745,0.96648,0.74364,0.97675,0.61839,0.86753,0.000381053,0.000381053,0.000381053
90,8928.12,0.80434,0.5467,0.8562,0.93794,0.94297,0.9659,0.73617,0.96682,0.60974,0.86282,0.000375053,0.000375053,0.000375053
91,9008.32,0.81858,0.55581,0.85484,0.94749,0.95666,0.96672,0.7458,0.96712,0.61621,0.86639,0.000369054,0.000369054,0.000369054
92,9089.23,0.82003,0.55037,0.86044,0.93098,0.95444,0.96883,0.73051,1.00555,0.62069,0.8753,0.000363055,0.000363055,0.000363055
93,9169.85,0.8305,0.55997,0.85889,0.93628,0.96109,0.96794,0.7517,0.93451,0.59376,0.86073,0.000357055,0.000357055,0.000357055
94,9308.31,0.82726,0.54972,0.86146,0.93927,0.95911,0.98061,0.77046,0.91133,0.58665,0.85595,0.000351056,0.000351056,0.000351056
95,9384.27,0.81462,0.54598,0.86627,0.94735,0.96364,0.97387,0.74308,0.91454,0.58708,0.85439,0.000345056,0.000345056,0.000345056
96,9464.63,0.80878,0.53879,0.86184,0.94081,0.97003,0.9724,0.75459,0.90905,0.59779,0.85407,0.000339057,0.000339057,0.000339057
97,9544.87,0.79589,0.52958,0.85078,0.94836,0.9676,0.96969,0.74864,0.9495,0.60368,0.86346,0.000333058,0.000333058,0.000333058
98,9625.99,0.81005,0.54566,0.85475,0.94147,0.95385,0.97112,0.7615,0.93677,0.59916,0.85981,0.000327058,0.000327058,0.000327058
99,9707.17,0.80747,0.53732,0.85403,0.92986,0.95977,0.96802,0.73203,0.9825,0.61641,0.87148,0.000321059,0.000321059,0.000321059
100,9788.48,0.80416,0.53045,0.86455,0.95132,0.96008,0.98258,0.75131,0.96715,0.58183,0.86277,0.000315059,0.000315059,0.000315059
101,9868.72,0.79001,0.52676,0.85803,0.94788,0.9348,0.97291,0.73573,1.01315,0.60547,0.87541,0.00030906,0.00030906,0.00030906
102,9950.2,0.7805,0.522,0.85556,0.94147,0.9369,0.97095,0.7372,0.97532,0.60056,0.86701,0.000303061,0.000303061,0.000303061
103,10030.8,0.77667,0.52447,0.85969,0.92949,0.97318,0.98159,0.76241,0.95075,0.58229,0.86076,0.000297061,0.000297061,0.000297061
104,10111.7,0.76016,0.5182,0.8547,0.93771,0.97353,0.9818,0.74357,1.01808,0.59569,0.87701,0.000291062,0.000291062,0.000291062
105,10192.3,0.79396,0.5163,0.85431,0.93518,0.9753,0.98188,0.73923,0.98255,0.58539,0.86541,0.000285062,0.000285062,0.000285062
106,10273.2,0.7702,0.51697,0.84724,0.92242,0.97664,0.98176,0.74394,1.01066,0.59784,0.87396,0.000279063,0.000279063,0.000279063
107,10354,0.75075,0.50828,0.85121,0.92927,0.97256,0.98177,0.738,1.01137,0.60559,0.87645,0.000273064,0.000273064,0.000273064
108,10434.2,0.76424,0.50813,0.85094,0.94757,0.9584,0.98066,0.7393,0.97565,0.60032,0.86511,0.000267064,0.000267064,0.000267064
109,10514.7,0.77487,0.5176,0.84865,0.95208,0.95895,0.98059,0.73459,1.00818,0.59484,0.87293,0.000261065,0.000261065,0.000261065
110,10596.4,0.76232,0.50788,0.85363,0.95539,0.95806,0.97618,0.7439,0.96195,0.58355,0.86527,0.000255065,0.000255065,0.000255065
111,10676.8,0.7622,0.51528,0.85678,0.94627,0.96357,0.97945,0.75043,0.95246,0.58836,0.86703,0.000249066,0.000249066,0.000249066
112,10757.3,0.7507,0.50877,0.84794,0.94261,0.9672,0.97597,0.74416,0.95764,0.59622,0.8657,0.000243067,0.000243067,0.000243067
113,10837.6,0.77053,0.51534,0.8605,0.95436,0.96733,0.97584,0.7431,0.95741,0.59925,0.86642,0.000237067,0.000237067,0.000237067
114,10918.2,0.75656,0.50336,0.85311,0.95674,0.97208,0.98059,0.74291,0.99148,0.59675,0.87238,0.000231068,0.000231068,0.000231068
115,10999.1,0.76846,0.50813,0.85226,0.95452,0.97272,0.98045,0.74441,0.99864,0.5874,0.8757,0.000225068,0.000225068,0.000225068
116,11080.7,0.76207,0.4963,0.84673,0.95263,0.9646,0.97872,0.74548,0.98375,0.58403,0.8743,0.000219069,0.000219069,0.000219069
117,11240.3,0.75227,0.50612,0.84085,0.94532,0.96033,0.96858,0.75955,0.94532,0.58667,0.86127,0.00021307,0.00021307,0.00021307
118,11317.7,0.76228,0.50586,0.8452,0.95605,0.96558,0.97168,0.73063,0.98494,0.58653,0.8714,0.00020707,0.00020707,0.00020707
119,11398.8,0.75345,0.499,0.8434,0.95792,0.96406,0.97286,0.73992,0.97413,0.57878,0.87008,0.000201071,0.000201071,0.000201071
120,11478.3,0.74676,0.49621,0.84908,0.95285,0.9685,0.97621,0.73949,1.00277,0.5866,0.87761,0.000195071,0.000195071,0.000195071
121,11560,0.75015,0.49822,0.8441,0.94742,0.97338,0.97195,0.74115,0.98116,0.59099,0.87228,0.000189072,0.000189072,0.000189072
122,11641,0.72551,0.48446,0.84727,0.94689,0.97831,0.97203,0.73331,1.02234,0.59535,0.87842,0.000183073,0.000183073,0.000183073
123,11721.5,0.72412,0.48643,0.83605,0.94777,0.97542,0.97624,0.75086,0.959,0.58031,0.86245,0.000177073,0.000177073,0.000177073
124,11802,0.70826,0.483,0.84388,0.94515,0.97497,0.9814,0.75403,0.97448,0.57005,0.86582,0.000171074,0.000171074,0.000171074
125,11881.9,0.7223,0.49142,0.84672,0.94062,0.96866,0.98158,0.75814,0.97243,0.57714,0.86543,0.000165074,0.000165074,0.000165074
126,11963.1,0.71372,0.47922,0.84346,0.9393,0.96171,0.98174,0.75634,0.96772,0.5808,0.86788,0.000159075,0.000159075,0.000159075
127,12042.9,0.71106,0.48592,0.8431,0.94219,0.97282,0.97511,0.74768,0.95521,0.5679,0.86333,0.000153076,0.000153076,0.000153076
128,12123.5,0.70889,0.4728,0.84378,0.94646,0.96136,0.97808,0.7476,0.9806,0.57678,0.86665,0.000147076,0.000147076,0.000147076
129,12203.6,0.71908,0.47998,0.8405,0.93471,0.96879,0.9812,0.7535,0.95659,0.5699,0.86587,0.000141077,0.000141077,0.000141077
130,12284.1,0.70003,0.47021,0.83947,0.92755,0.97593,0.98142,0.75413,0.97464,0.56394,0.86806,0.000135077,0.000135077,0.000135077
131,12365,0.69388,0.47446,0.84773,0.93544,0.96823,0.98162,0.74632,0.97404,0.56708,0.86806,0.000129078,0.000129078,0.000129078
132,12446,0.69708,0.47471,0.83604,0.93406,0.97876,0.98112,0.73984,0.99352,0.57835,0.87622,0.000123079,0.000123079,0.000123079
133,12526.1,0.69834,0.47231,0.83419,0.93284,0.97464,0.98158,0.74165,0.98557,0.57427,0.87361,0.000117079,0.000117079,0.000117079
134,12606.6,0.69331,0.46554,0.83313,0.93704,0.95966,0.98122,0.74458,0.98884,0.57057,0.8742,0.00011108,0.00011108,0.00011108
135,12686.6,0.67858,0.46537,0.8319,0.93862,0.95869,0.98246,0.75339,0.9875,0.5746,0.87331,0.00010508,0.00010508,0.00010508
136,12766.7,0.69236,0.46565,0.83563,0.93929,0.95961,0.9811,0.75054,0.99271,0.57378,0.87132,9.9081e-05,9.9081e-05,9.9081e-05
137,12847.6,0.68176,0.46813,0.83848,0.93918,0.95865,0.97736,0.75084,0.99616,0.57366,0.87251,9.30816e-05,9.30816e-05,9.30816e-05
138,12927.4,0.68953,0.47044,0.83719,0.93585,0.95911,0.97682,0.76213,0.94886,0.55912,0.86042,8.70822e-05,8.70822e-05,8.70822e-05
139,15217.2,0.68173,0.47238,0.84333,0.93486,0.961,0.98153,0.74831,0.96484,0.5669,0.86577,8.10828e-05,8.10828e-05,8.10828e-05
140,15295.7,0.67023,0.45863,0.83232,0.92234,0.97723,0.98109,0.75576,0.97407,0.56284,0.86986,7.50834e-05,7.50834e-05,7.50834e-05
141,15375.5,0.66242,0.46938,0.8306,0.92417,0.97145,0.98034,0.75178,0.97446,0.56237,0.87219,6.9084e-05,6.9084e-05,6.9084e-05
142,15456.3,0.63794,0.4546,0.82072,0.92895,0.977,0.98376,0.73541,1.00885,0.56999,0.87779,6.30846e-05,6.30846e-05,6.30846e-05
143,15537.4,0.65506,0.4779,0.82106,0.92838,0.98041,0.98387,0.73957,0.98452,0.57232,0.8715,5.70852e-05,5.70852e-05,5.70852e-05
144,15619.4,0.62715,0.45758,0.8249,0.92821,0.98039,0.97916,0.75027,0.95581,0.57113,0.86529,5.10858e-05,5.10858e-05,5.10858e-05
145,15700.9,0.63477,0.46118,0.82909,0.92499,0.97548,0.97799,0.7597,0.95315,0.57403,0.86521,4.50864e-05,4.50864e-05,4.50864e-05
146,15781.3,0.62448,0.44686,0.82292,0.93556,0.96145,0.97788,0.75378,0.9527,0.58042,0.8651,3.9087e-05,3.9087e-05,3.9087e-05
147,15861.7,0.624,0.44801,0.82353,0.92676,0.97764,0.97919,0.74923,0.9561,0.58177,0.86633,3.30876e-05,3.30876e-05,3.30876e-05
148,15942.7,0.6344,0.45567,0.82995,0.92403,0.97689,0.97898,0.74845,0.95541,0.58382,0.86574,2.70882e-05,2.70882e-05,2.70882e-05
149,16022.8,0.61672,0.44512,0.8277,0.9258,0.97495,0.97861,0.7477,0.95882,0.58548,0.86707,2.10888e-05,2.10888e-05,2.10888e-05
150,16103.6,0.60498,0.44306,0.81614,0.92616,0.97286,0.9791,0.74884,0.96718,0.58517,0.86935,1.50894e-05,1.50894e-05,1.50894e-05
