epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,405.853,1.05423,0.7608,0.88578,0.92898,0.98333,0.98551,0.70022,1.07786,0.64812,0.88215,0.00071102,0.00071102,0.00071102
35,418.829,1.04789,0.75268,0.89293,0.94345,0.95704,0.98622,0.76413,0.93698,0.6207,0.85812,0.00070502,0.00070502,0.00070502
36,430.92,1.01476,0.73638,0.89906,0.93828,0.95642,0.98122,0.73267,1.01318,0.6477,0.86989,0.000699021,0.000699021,0.000699021
37,441.537,1.02326,0.73443,0.89029,0.90957,0.96228,0.96644,0.75007,0.95886,0.66255,0.85668,0.000693022,0.000693022,0.000693022
38,454.258,1.01797,0.74436,0.89065,0.92598,0.92938,0.98095,0.73065,1.02192,0.69115,0.87214,0.000687022,0.000687022,0.000687022
39,465.175,1.02927,0.74508,0.89741,0.91534,0.95227,0.96835,0.72573,1.01448,0.67441,0.8747,0.000681023,0.000681023,0.000681023
40,476.765,1.00629,0.72336,0.8954,0.93438,0.94376,0.97875,0.74213,0.97326,0.67304,0.86614,0.000675023,0.000675023,0.000675023
41,489.331,1.05329,0.72853,0.88846,0.91692,0.95417,0.96176,0.69331,0.97755,0.65632,0.86683,0.000669024,0.000669024,0.000669024
42,500.332,1.04265,0.71414,0.89385,0.93829,0.91208,0.97443,0.74704,0.94563,0.69271,0.85533,0.000663025,0.000663025,0.000663025
43,511.428,1.0297,0.7218,0.88755,0.94495,0.94817,0.9668,0.71429,0.95919,0.69365,0.85279,0.000657025,0.000657025,0.000657025
44,524.655,1.01656,0.7064,0.88179,0.9525,0.95543,0.96326,0.76578,0.84127,0.65992,0.8336,0.000651026,0.000651026,0.000651026
45,535.146,0.99006,0.69779,0.8813,0.93866,0.95869,0.96022,0.73554,0.95679,0.6412,0.85701,0.000645026,0.000645026,0.000645026
46,546.673,1.00285,0.68976,0.88209,0.96742,0.90804,0.97783,0.75298,1.00055,0.62825,0.86316,0.000639027,0.000639027,0.000639027
47,559.591,0.99526,0.67767,0.87292,0.96488,0.97033,0.98627,0.72657,1.05756,0.61015,0.87772,0.000633028,0.000633028,0.000633028
48,569.848,0.98971,0.67883,0.88168,0.92032,0.96798,0.98007,0.76231,0.89951,0.6127,0.84803,0.000627028,0.000627028,0.000627028
49,581.387,0.99838,0.68408,0.89304,0.91152,0.94252,0.97292,0.74884,0.9571,0.65975,0.86474,0.000621029,0.000621029,0.000621029
50,593.548,0.99295,0.67509,0.88753,0.92891,0.95918,0.97747,0.75125,0.95289,0.65337,0.85748,0.000615029,0.000615029,0.000615029
51,604.036,0.98478,0.65086,0.87421,0.94141,0.97059,0.97915,0.72913,1.03149,0.63982,0.87566,0.00060903,0.00060903,0.00060903
52,616.663,0.96375,0.64285,0.87268,0.9574,0.9304,0.98141,0.75488,0.91937,0.64873,0.85132,0.000603031,0.000603031,0.000603031
53,629.629,0.98047,0.64872,0.88438,0.93682,0.9656,0.98114,0.73996,0.94211,0.61883,0.85073,0.000597031,0.000597031,0.000597031
54,638.833,0.98774,0.65229,0.88469,0.92729,0.96146,0.96684,0.72254,0.94665,0.63197,0.85602,0.000591032,0.000591032,0.000591032
55,651.22,0.96424,0.63346,0.88044,0.92142,0.92901,0.96191,0.74874,0.90461,0.64381,0.84837,0.000585032,0.000585032,0.000585032
56,663.246,0.98318,0.65143,0.88245,0.95466,0.95949,0.97866,0.76841,0.89129,0.60935,0.84746,0.000579033,0.000579033,0.000579033
57,673.319,0.99153,0.64639,0.87911,0.91927,0.93635,0.97765,0.75119,0.94578,0.63532,0.85629,0.000573034,0.000573034,0.000573034
58,686.007,0.98392,0.63759,0.88376,0.96021,0.93724,0.97342,0.71781,1.03861,0.62806,0.88227,0.000567034,0.000567034,0.000567034
59,698.01,0.97859,0.62527,0.87294,0.96989,0.96183,0.98613,0.71966,1.06815,0.59705,0.88825,0.000561035,0.000561035,0.000561035
60,708.321,0.9845,0.63051,0.87755,0.94268,0.95143,0.97717,0.73733,1.00178,0.60956,0.87177,0.000555035,0.000555035,0.000555035
61,721.359,0.96669,0.62091,0.87681,0.9469,0.95329,0.97499,0.72014,1.06391,0.63436,0.8846,0.000549036,0.000549036,0.000549036
62,732.298,0.95207,0.61503,0.87889,0.96576,0.9425,0.98276,0.74606,0.99082,0.59504,0.87287,0.000543037,0.000543037,0.000543037
63,743.535,0.95605,0.61138,0.87037,0.94704,0.94847,0.98672,0.75939,0.95135,0.59434,0.85329,0.000537037,0.000537037,0.000537037
64,756.334,0.95284,0.60369,0.87333,0.94827,0.95749,0.96651,0.75834,0.89494,0.59835,0.84955,0.000531038,0.000531038,0.000531038
65,767.975,0.93722,0.59708,0.86628,0.93345,0.95899,0.95731,0.74088,0.96388,0.64299,0.86377,0.000525038,0.000525038,0.000525038
66,778.951,0.9414,0.59014,0.8715,0.9442,0.9588,0.97444,0.74483,0.98624,0.5814,0.87278,0.000519039,0.000519039,0.000519039
67,792.121,0.94498,0.60856,0.87342,0.95397,0.96882,0.98239,0.7409,1.01521,0.57607,0.87199,0.00051304,0.00051304,0.00051304
68,803.198,0.95177,0.59394,0.87113,0.93276,0.95844,0.96262,0.72606,1.02134,0.60666,0.87874,0.00050704,0.00050704,0.00050704
69,814.886,0.92261,0.59077,0.86247,0.95763,0.94789,0.97384,0.71949,1.00906,0.60022,0.86951,0.000501041,0.000501041,0.000501041
70,828.056,0.91937,0.59338,0.86516,0.93171,0.96075,0.9825,0.74269,0.96122,0.60353,0.86273,0.000495041,0.000495041,0.000495041
71,838.707,0.9343,0.59539,0.87193,0.97907,0.94187,0.98269,0.76681,0.92188,0.5975,0.85054,0.000489042,0.000489042,0.000489042
72,850.769,0.92129,0.57857,0.86814,0.93393,0.95784,0.97569,0.74895,0.93123,0.57345,0.85929,0.000483043,0.000483043,0.000483043
73,863.74,0.93348,0.58677,0.87472,0.9244,0.95038,0.96738,0.75407,0.92907,0.60249,0.85261,0.000477043,0.000477043,0.000477043
74,873.733,0.95476,0.59426,0.87554,0.95157,0.93788,0.9733,0.7469,0.99097,0.60826,0.86635,0.000471044,0.000471044,0.000471044
75,886.407,0.91267,0.58654,0.87172,0.95336,0.96932,0.97465,0.74493,0.94986,0.5785,0.85752,0.000465044,0.000465044,0.000465044
76,899.283,0.91434,0.58352,0.86686,0.95898,0.96976,0.96849,0.7484,0.95088,0.58321,0.86239,0.000459045,0.000459045,0.000459045
77,908.693,0.93476,0.56786,0.86276,0.95713,0.95998,0.97487,0.7569,0.96698,0.6067,0.86362,0.000453046,0.000453046,0.000453046
78,921.317,0.90088,0.56703,0.86348,0.9406,0.9564,0.96308,0.73514,0.99757,0.61758,0.8679,0.000447046,0.000447046,0.000447046
79,934.522,0.93247,0.59381,0.86758,0.94245,0.95419,0.95767,0.73652,0.90981,0.60314,0.84951,0.000441047,0.000441047,0.000441047
80,944.425,0.93234,0.58145,0.86288,0.93815,0.95621,0.95867,0.7426,0.89138,0.58038,0.84907,0.000435047,0.000435047,0.000435047
81,957.739,0.91671,0.56436,0.87261,0.94647,0.95891,0.96942,0.75818,0.94201,0.57708,0.86242,0.000429048,0.000429048,0.000429048
82,969.508,0.90586,0.55923,0.86673,0.94434,0.96268,0.97354,0.73119,1.00777,0.58336,0.87299,0.000423049,0.000423049,0.000423049
83,979.825,0.90131,0.55247,0.85799,0.94809,0.91729,0.96378,0.68646,1.1517,0.60474,0.91377,0.000417049,0.000417049,0.000417049
84,992.655,0.89401,0.55527,0.86825,0.94358,0.96384,0.97616,0.76596,0.94493,0.58515,0.86688,0.00041105,0.00041105,0.00041105
85,1004.3,0.89284,0.55139,0.85389,0.94664,0.95979,0.96735,0.7298,0.99066,0.59185,0.87721,0.00040505,0.00040505,0.00040505
86,1015.33,0.8957,0.55781,0.86704,0.9451,0.96142,0.97058,0.74786,0.92966,0.58844,0.86119,0.000399051,0.000399051,0.000399051
87,1028.5,0.89166,0.55679,0.85192,0.94427,0.95849,0.96966,0.7323,0.97042,0.5953,0.86933,0.000393052,0.000393052,0.000393052
88,1039.73,0.87877,0.53857,0.86469,0.94337,0.95897,0.97307,0.75608,0.96334,0.60302,0.8723,0.000387052,0.000387052,0.000387052
89,1050.7,0.88958,0.55324,0.86076,0.9455,0.95416,0.97965,0.73301,1.00052,0.57867,0.8731,0.000381053,0.000381053,0.000381053
90,1063.88,0.85449,0.53758,0.85611,0.94519,0.96828,0.97568,0.72805,0.94019,0.56119,0.86215,0.000375053,0.000375053,0.000375053
91,1074.31,0.89324,0.5521,0.85847,0.95187,0.97181,0.98454,0.73788,0.97384,0.55789,0.86929,0.000369054,0.000369054,0.000369054
92,1086.23,0.88404,0.54912,0.86631,0.9319,0.96433,0.97257,0.74189,0.94447,0.58793,0.86934,0.000363055,0.000363055,0.000363055
93,1099.52,0.87793,0.54414,0.86332,0.95659,0.96053,0.97426,0.74272,1.0001,0.58368,0.87319,0.000357055,0.000357055,0.000357055
94,1110.09,0.87693,0.54199,0.86358,0.9567,0.96344,0.97809,0.74151,0.98464,0.56788,0.88005,0.000351056,0.000351056,0.000351056
95,1122.43,0.85441,0.5294,0.85542,0.95789,0.96536,0.97779,0.73988,0.97755,0.54971,0.87523,0.000345056,0.000345056,0.000345056
96,1135.35,0.84936,0.53206,0.85637,0.96559,0.95673,0.98437,0.74967,1.01518,0.55633,0.8834,0.000339057,0.000339057,0.000339057
97,1145.25,0.86904,0.54733,0.85661,0.93956,0.95859,0.98068,0.74194,0.98705,0.59066,0.87245,0.000333058,0.000333058,0.000333058
98,1157.83,0.85327,0.51998,0.85098,0.95319,0.95752,0.97874,0.72492,1.04831,0.5975,0.89447,0.000327058,0.000327058,0.000327058
99,1170.61,0.86088,0.53308,0.85067,0.94792,0.95676,0.97776,0.72122,1.03731,0.58069,0.89265,0.000321059,0.000321059,0.000321059
100,1180.58,0.87491,0.53278,0.86014,0.9379,0.949,0.96848,0.70263,1.04483,0.62679,0.88851,0.000315059,0.000315059,0.000315059
101,1193.12,0.86225,0.52365,0.85658,0.9504,0.95985,0.97456,0.72317,1.01648,0.60601,0.88412,0.00030906,0.00030906,0.00030906
102,1205.59,0.84729,0.50934,0.85048,0.97693,0.96099,0.98445,0.72526,1.03898,0.54338,0.88369,0.000303061,0.000303061,0.000303061
103,1215.33,0.85422,0.51045,0.85996,0.95808,0.9508,0.97574,0.75902,0.92507,0.55814,0.8611,0.000297061,0.000297061,0.000297061
104,1228.1,0.84177,0.52008,0.85076,0.95783,0.95106,0.97691,0.7393,0.98897,0.5699,0.87472,0.000291062,0.000291062,0.000291062
105,1240.64,0.8381,0.51186,0.84571,0.94054,0.95927,0.98145,0.73214,0.99926,0.55362,0.87919,0.000285062,0.000285062,0.000285062
106,1250.28,0.84017,0.51275,0.84735,0.96284,0.95827,0.98112,0.72468,1.02686,0.57486,0.8828,0.000279063,0.000279063,0.000279063
107,1263.11,0.83087,0.5077,0.85127,0.94472,0.9591,0.97848,0.719,1.03511,0.60219,0.89102,0.000273064,0.000273064,0.000273064
108,1274.68,0.82751,0.50761,0.84678,0.94401,0.95763,0.97789,0.72639,0.99361,0.58767,0.87726,0.000267064,0.000267064,0.000267064
109,1285.55,0.83763,0.50964,0.85464,0.95477,0.94302,0.97846,0.73386,1.00282,0.57893,0.87713,0.000261065,0.000261065,0.000261065
110,1297.98,0.81927,0.49791,0.84582,0.95821,0.96075,0.98274,0.72578,1.00947,0.57001,0.87712,0.000255065,0.000255065,0.000255065
111,1309.63,0.84047,0.51949,0.85801,0.95641,0.95578,0.97978,0.73325,0.98016,0.55564,0.87515,0.000249066,0.000249066,0.000249066
112,1320.46,0.84813,0.51372,0.85996,0.95812,0.96244,0.97875,0.73363,1.01614,0.56739,0.88396,0.000243067,0.000243067,0.000243067
113,1332.79,0.81184,0.49602,0.84531,0.94377,0.94814,0.96489,0.72836,1.04173,0.56904,0.8897,0.000237067,0.000237067,0.000237067
114,1344.24,0.83069,0.50071,0.8454,0.94633,0.96433,0.98167,0.7274,0.97085,0.55653,0.87633,0.000231068,0.000231068,0.000231068
115,1355.25,0.79546,0.49055,0.84134,0.95311,0.96431,0.97709,0.7334,0.98299,0.55185,0.87901,0.000225068,0.000225068,0.000225068
116,1368.02,0.81828,0.50019,0.84993,0.95271,0.96297,0.97088,0.70909,1.03558,0.5564,0.88732,0.000219069,0.000219069,0.000219069
117,1379.52,0.80419,0.4941,0.84135,0.95703,0.96434,0.98183,0.73402,1.02754,0.55049,0.88386,0.00021307,0.00021307,0.00021307
118,1390.97,0.79097,0.49115,0.84441,0.95953,0.96361,0.98329,0.73432,1.01482,0.55325,0.88116,0.00020707,0.00020707,0.00020707
119,1403.69,0.81755,0.50494,0.85102,0.95684,0.96448,0.97957,0.72863,1.02216,0.56359,0.8878,0.000201071,0.000201071,0.000201071
120,1415.37,0.78359,0.48728,0.84722,0.95534,0.96338,0.97844,0.73368,0.96873,0.56479,0.87152,0.000195071,0.000195071,0.000195071
121,1426.45,0.80475,0.48768,0.84649,0.96057,0.96156,0.97836,0.73422,1.01066,0.56963,0.87856,0.000189072,0.000189072,0.000189072
122,1439.49,0.78679,0.48467,0.84567,0.95432,0.957,0.98374,0.75023,0.99692,0.54856,0.87679,0.000183073,0.000183073,0.000183073
123,1450.12,0.78715,0.49127,0.84042,0.95437,0.95612,0.9717,0.74909,0.94837,0.55301,0.86885,0.000177073,0.000177073,0.000177073
124,1461.16,0.80652,0.49231,0.84914,0.95477,0.96265,0.97737,0.75484,0.95237,0.57358,0.87059,0.000171074,0.000171074,0.000171074
125,1473.95,0.79026,0.49387,0.8448,0.95798,0.96347,0.97693,0.73956,0.96762,0.57854,0.87767,0.000165074,0.000165074,0.000165074
126,1484.86,0.78985,0.48234,0.84694,0.9589,0.95676,0.97944,0.75539,0.92204,0.55731,0.86546,0.000159075,0.000159075,0.000159075
127,1496.41,0.78294,0.47408,0.84863,0.94756,0.96411,0.97933,0.73045,1.01677,0.58441,0.88663,0.000153076,0.000153076,0.000153076
128,1509.12,0.77884,0.4819,0.84009,0.952,0.95844,0.97788,0.74977,0.99328,0.57056,0.88394,0.000147076,0.000147076,0.000147076
129,1519.9,0.78165,0.47345,0.84569,0.94918,0.96055,0.98052,0.74379,0.99408,0.5637,0.88757,0.000141077,0.000141077,0.000141077
130,1531.34,0.79464,0.48506,0.8434,0.94848,0.96337,0.98535,0.74527,1.01854,0.56576,0.89047,0.000135077,0.000135077,0.000135077
131,1544.35,0.77062,0.48371,0.84307,0.94575,0.96075,0.98173,0.7469,0.95826,0.56614,0.87396,0.000129078,0.000129078,0.000129078
132,1554.92,0.75532,0.4698,0.83918,0.95483,0.95349,0.97887,0.74222,0.97134,0.56533,0.8748,0.000123079,0.000123079,0.000123079
133,1567.19,0.75992,0.46927,0.84342,0.95652,0.95634,0.98151,0.74709,0.98153,0.55131,0.88034,0.000117079,0.000117079,0.000117079
134,1579.81,0.76664,0.46838,0.83649,0.95768,0.96384,0.98331,0.73521,0.98396,0.5395,0.87822,0.00011108,0.00011108,0.00011108
135,1590.23,0.75493,0.47069,0.83826,0.94749,0.96386,0.98091,0.74256,0.97855,0.55974,0.87557,0.00010508,0.00010508,0.00010508
136,1602.4,0.76602,0.46733,0.83128,0.94796,0.96222,0.98399,0.73233,1.03411,0.56613,0.89471,9.9081e-05,9.9081e-05,9.9081e-05
137,1615.37,0.76596,0.47009,0.84255,0.94754,0.95997,0.98231,0.73139,1.01168,0.5733,0.88761,9.30816e-05,9.30816e-05,9.30816e-05
138,1625.4,0.74836,0.45907,0.84193,0.94861,0.95836,0.97788,0.74357,1.00018,0.57419,0.88491,8.70822e-05,8.70822e-05,8.70822e-05
139,1637.51,0.75041,0.4671,0.83655,0.94916,0.96344,0.98041,0.7442,0.99293,0.56536,0.8838,8.10828e-05,8.10828e-05,8.10828e-05
140,1650.08,0.74369,0.46346,0.8362,0.95101,0.95792,0.97783,0.72712,1.01944,0.56892,0.88603,7.50834e-05,7.50834e-05,7.50834e-05
141,1664.89,0.74524,0.46803,0.82543,0.94666,0.96075,0.97045,0.72357,1.00305,0.56598,0.8799,6.9084e-05,6.9084e-05,6.9084e-05
142,1674.91,0.74664,0.45696,0.8355,0.94736,0.96261,0.97118,0.72278,1.0065,0.57025,0.88171,6.30846e-05,6.30846e-05,6.30846e-05
143,1687.69,0.74201,0.45605,0.83295,0.94521,0.96401,0.97181,0.72421,1.00371,0.5726,0.88419,5.70852e-05,5.70852e-05,5.70852e-05
144,1698.62,0.71222,0.44113,0.82635,0.94728,0.96518,0.97718,0.72031,1.02385,0.56756,0.89165,5.10858e-05,5.10858e-05,5.10858e-05
145,1709.85,0.69958,0.43344,0.83065,0.95686,0.96022,0.98166,0.71409,1.03763,0.56244,0.89282,4.50864e-05,4.50864e-05,4.50864e-05
146,1723,0.71491,0.4363,0.82838,0.95452,0.96569,0.98167,0.73131,1.01199,0.55683,0.88575,3.9087e-05,3.9087e-05,3.9087e-05
147,1733.28,0.69915,0.43302,0.82927,0.95767,0.96346,0.98122,0.72903,1.01271,0.54946,0.88499,3.30876e-05,3.30876e-05,3.30876e-05
148,1745.3,0.69957,0.43041,0.83183,0.95776,0.96202,0.98125,0.72591,1.02344,0.54838,0.88776,2.70882e-05,2.70882e-05,2.70882e-05
149,1758.33,0.70133,0.43399,0.82583,0.95681,0.96103,0.98185,0.73097,1.0146,0.54733,0.88572,2.10888e-05,2.10888e-05,2.10888e-05
150,1767.97,0.69395,0.43202,0.83139,0.95616,0.95812,0.98202,0.73262,1.01091,0.55154,0.88597,1.50894e-05,1.50894e-05,1.50894e-05
